iso3,country,period,year,quarter,reporting_mode,ytd_share,source_extraction_date,source_currency,source_units,usd_exchange_rate,portal_value_usd_mn,penetr_gen,penetr_fam,densite_gen,densite_fam,equity_assets_gen,equity_assets_fam,retention_gen,retention_fam,retention_num_gen,retention_den_gen,retention_num_fam,retention_den_fam,opex_ratio_gen,opex_ratio_fam,invest_income_gen,invest_income_fam,operateurs_gen,operateurs_fam,gwc_gen,gwc_fam,nwc_gen,nwc_fam,gwc_gen_flux,gwc_fam_flux,nwc_gen_flux,nwc_fam_flux
JOR,Jordan,2022Q4,2022,4,year-to-date,1.0,2026-07-19,NC,G,0.709,101.903061,214456.343965,44740.856944,668.603276,139.487053,55.706221,-2.266165,59.072533,37.264989,42679474.0,72249270.0,5616941.0,15072971.0,23.329177,46.676296,4.680789,4.2,3.0,3.0,72249270.0,15072971.0,66229761.0,10027301.0,12684824.0,2079864.0,11896168.0,1503490.0
MYS,Malaysia,2019Q1,2019,1,year-to-date,1.0,2026-07-19,NC,M,4.085,215.668615,0.243399,1.365341,2697.508549,15131.62805,30.069119,13.466017,78.563431,93.549663,692.148767,881.006292,2560.723021,2737.287281,31.387673,18.674019,6.043266,1.026091,4.0,11.0,881.006292,2737.287281,692.148767,2560.723021,881.006292,2737.287281,692.148767,2560.723021
MYS,Malaysia,2019Q2,2019,2,year-to-date,1.0,2026-07-19,NC,M,4.1335,395.175091,0.44032,1.356167,5013.677833,15441.909672,30.264598,12.994772,81.56251,92.851279,1332.287913,1633.456238,4456.027864,4799.102276,29.675221,19.155279,6.205976,2.009919,4.0,11.0,1633.456238,4799.102276,1332.287913,4456.027864,752.449946,2061.8149949999997,640.1391459999999,1895.304843
MYS,Malaysia,2019Q3,2019,3,year-to-date,1.0,2026-07-19,NC,M,4.19,591.954311,0.649392,1.345181,7601.252102,15745.588737,30.931551,12.917562,82.627138,92.670682,2049.391443,2480.288561,6502.719807,7017.019515,29.261193,19.576693,6.030464,2.980328,4.0,11.0,2480.288561,7017.019515,2049.391443,6502.719807,846.8323229999999,2217.9172390000003,717.1035300000001,2046.6919430000007
MYS,Malaysia,2019Q4,2019,4,year-to-date,1.0,2026-07-19,NC,M,4.093,809.279972,0.836834,1.349127,10135.81067,16340.745869,30.720465,13.371766,82.228625,92.605984,2723.726943,3312.382927,8606.968032,9294.181307,29.281455,19.816227,5.961531,3.894665,4.0,11.0,3312.382927,9294.181306,2723.726943,8606.968032,832.0943660000003,2277.1617910000004,674.3355000000001,2104.2482250000003
MYS,Malaysia,2020Q1,2020,1,year-to-date,1.0,2026-07-19,NC,M,,925.110041,0.251579,1.491767,2840.374704,16842.353862,31.045887,13.277652,77.916773,91.843397,720.815895,925.110041,2842.720107,3095.181789,31.930194,16.954189,5.280989,1.067535,4.0,11.0,925.110041,3095.181789,720.815895,2842.720107,925.110041,3095.181789,720.815895,2842.720107
MYS,Malaysia,2020Q2,2020,2,year-to-date,1.0,2026-07-19,NC,M,,1643.439723,0.543559,1.825193,5044.32082,16938.115506,30.331509,12.94235,79.487168,89.556334,1306.323698,1643.439723,4336.487445,4842.18955,30.632884,17.790979,5.652257,1.914972,4.0,11.0,1643.439723,4842.18955,1306.323698,4336.487445,718.3296819999999,1747.0077609999998,585.507803,1493.7673379999997
MYS,Malaysia,2020Q3,2020,3,year-to-date,1.0,2026-07-19,NC,M,,2569.834931,0.697125,1.568571,7882.929236,17737.027509,30.691594,12.678906,80.153997,88.898321,2059.825426,2569.834931,6497.839391,7309.293747,30.095305,17.929296,5.613972,2.730588,4.0,11.0,2569.834931,7309.293747,2059.825426,6497.839391,926.3952079999999,2467.1041969999997,753.501728,2161.3519460000007
MYS,Malaysia,2020Q4,2020,4,year-to-date,1.0,2026-07-19,NC,M,,3464.956605,0.913521,1.612359,10622.184565,18748.098921,30.173625,12.936319,79.777494,89.001964,2764.255544,3464.956605,8864.025136,9959.359043,29.7311,18.707404,5.492708,3.536909,4.0,11.0,3464.956605,9959.359043,2764.255544,8864.025136,895.121674,2650.0652960000007,704.4301180000002,2366.1857449999998
MYS,Malaysia,2021Q1,2021,1,year-to-date,1.0,2026-07-19,NC,M,,1078.030471,0.290176,1.733414,3306.841936,19753.996196,30.406792,13.009897,72.585458,92.470648,782.493355,1078.030471,3376.878403,3651.838167,32.049257,14.617976,5.287963,0.981949,4.0,11.0,1078.030471,3651.838167,782.493355,3376.878403,1078.030471,3651.838167,782.493355,3376.878403
MYS,Malaysia,2021Q2,2021,2,year-to-date,1.0,2026-07-19,NC,M,,1864.878512,0.498013,1.789847,5720.486233,20559.288396,29.245583,13.258393,75.756736,91.314961,1412.771086,1864.878512,5776.270862,6325.656623,30.838347,15.942003,5.594133,1.889698,4.0,11.0,1864.878512,6325.656623,1412.771086,5776.270862,786.848041,2673.818456,630.277731,2399.392459
MYS,Malaysia,2021Q3,2021,3,year-to-date,1.0,2026-07-19,NC,M,,2741.011563,0.724794,1.859856,8408.010929,21575.3535,29.760683,12.999554,76.774303,90.730247,2104.392529,2741.011563,8091.24182,8917.910017,30.547556,16.420442,5.760147,2.774246,4.0,11.0,2741.011563,8917.910017,2104.392529,8091.24182,876.133051,2592.2533940000003,691.6214430000002,2314.970958
MYS,Malaysia,2021Q4,2021,4,year-to-date,1.0,2026-07-19,NC,M,,3833.175166,0.902462,1.747825,11758.206031,22772.476963,29.517524,13.217669,76.548243,90.608014,2934.228252,3833.175166,10869.44415,11996.117831,30.393902,16.813038,5.817296,3.635554,4.0,11.0,3833.175166,11996.117831,2934.228252,10869.44415,1092.163603,3078.2078139999994,829.8357229999997,2778.202329999999
MYS,Malaysia,2022Q1,2022,1,year-to-date,1.0,2026-07-19,NC,M,,1224.399731,0.289934,1.790961,3755.827396,23200.252298,29.6535,13.043368,73.943137,92.528849,905.359569,1224.399731,4096.317663,4427.070816,32.31707,13.436108,5.828393,0.95037,4.0,11.0,1224.399731,4427.070816,905.359569,4096.317663,1224.399731,4427.070816,905.359569,4096.317663
MYS,Malaysia,2022Q2,2022,2,year-to-date,1.0,2026-07-19,NC,M,,2232.121006,0.502065,1.758329,6826.058122,23906.195896,30.443217,12.945643,76.255428,91.242537,1702.113427,2232.121006,6886.338019,7547.289096,30.860411,15.211346,5.88698,1.919627,4.0,11.0,2232.121006,7547.289096,1702.113427,6886.338019,1007.7212749999999,3120.21828,796.753858,2790.020356
MYS,Malaysia,2022Q3,2022,3,year-to-date,1.0,2026-07-19,NC,M,,3306.822202,0.723599,1.769159,10051.131313,24574.456137,30.844454,12.770969,77.763658,89.881275,2571.505902,3306.822202,9921.710819,11038.684959,30.395394,16.131576,5.860546,2.93655,4.0,11.0,3306.822202,11038.684959,2571.505902,9921.710819,1074.701196,3491.3958629999997,869.3924749999999,3035.3728
MYS,Malaysia,2022Q4,2022,4,year-to-date,1.0,2026-07-19,NC,M,,4641.633609,0.992927,1.784668,14065.556391,25281.161312,29.692241,13.117354,76.77278,89.393924,3563.511181,4641.633609,12740.266049,14251.825473,30.239876,16.795988,5.908812,3.791836,4.0,11.0,4641.633609,14251.825473,3563.511181,12740.266049,1334.8114070000006,3213.1405140000006,992.005279,2818.55523
NGA,Nigeria,2019Q1,2019,1,year-to-date,1.0,2026-07-19,NC,K,306.92,894.678382,,,,,44.008551,13.256064,104.280955,113.479492,286349965.0,274594689.0,86665936.0,76371452.0,35.068135,86.473993,0.549785,0.548298,,,274594689.0,76371452.0,286349965.0,86665936.0,274594689.0,76371452.0,286349965.0,86665936.0
NGA,Nigeria,2019Q2,2019,2,year-to-date,1.0,2026-07-19,NC,K,306.95,1337.254827,,,,,15.026499,8.595199,73.483467,92.376326,301627857.0,410470369.0,160688703.0,173950090.0,71.138141,87.268442,1.991539,1.458251,,,410470369.0,173950090.0,301627857.0,160688703.0,135875680.0,97578638.0,15277892.0,74022767.0
NGA,Nigeria,2019Q3,2019,3,year-to-date,1.0,2026-07-19,NC,K,306.92,1772.513091,,,,,0.818979,4.103183,63.32084,90.643032,344477856.0,544019718.0,227780503.0,251294003.0,97.236997,108.943949,3.554924,11.504977,,,544019718.0,251294003.0,344477856.0,227780503.0,133549349.0,77343913.0,42849999.0,67091800.0
NGA,Nigeria,2019Q4,2019,4,year-to-date,1.0,2026-07-19,NC,K,307.0,2340.959775,,,,,-1.035459,13.335852,60.259337,88.867391,433068582.0,718674651.0,388287030.0,436928580.0,98.360781,89.301549,8.135508,5.301886,,,718674651.0,436928580.0,433068582.0,388287030.0,174654933.0,185634577.0,88590726.0,160506527.0
NGA,Nigeria,2020Q1,2020,1,year-to-date,1.0,2026-07-19,NC,K,361.0,1157.382712,,,,,24.820798,20.235557,99.401768,112.962238,415315653.0,417815159.0,156229831.0,138302705.0,50.107435,64.647417,0.626892,0.190681,,,417815159.0,138302705.0,415315653.0,156229831.0,417815159.0,138302705.0,415315653.0,156229831.0
NGA,Nigeria,2020Q2,2020,2,year-to-date,1.0,2026-07-19,NC,K,361.0,1739.885842,,,,,20.642047,19.914787,75.371131,83.365527,473405161.0,628098789.0,231694068.0,277925512.0,61.31192,73.798308,2.481311,2.029636,,,628098789.0,277925512.0,473405161.0,231694068.0,210283630.0,139622807.0,58089508.0,75464237.0
NGA,Nigeria,2020Q3,2020,3,year-to-date,1.0,2026-07-19,NC,K,362.0,2739.386561,,,,,29.92591,26.358482,72.843531,90.197415,722358651.0,991657935.0,608361767.0,674478051.0,76.308081,59.75537,6.683183,4.117057,4.0,4.0,991657935.0,674478051.0,722358651.0,608361767.0,363559146.0,396552539.0,248953490.0,376667699.0
NGA,Nigeria,2020Q4,2020,4,year-to-date,1.0,2026-07-19,NC,K,381.0,3940.134262,,,,,25.737968,22.301167,66.302469,86.167975,995326804.0,1501191154.0,1102987490.0,1280043420.0,36.200949,60.991607,5.652434,5.698489,4.0,4.0,1501191154.0,1280043420.0,995326804.0,1102987490.0,509533219.0,605565369.0,272968153.0,494625723.0
NGA,Nigeria,2021Q1,2021,1,year-to-date,1.0,2026-07-19,NC,K,381.0,1541.341709,,,,,47.819771,42.563674,108.637077,105.58327,637972529.0,587251191.0,952218858.0,901865288.0,24.832112,31.633093,1.637546,2.260724,4.0,4.0,587251191.0,901865288.0,637972529.0,952218858.0,587251191.0,901865288.0,637972529.0,952218858.0
NGA,Nigeria,2021Q2,2021,2,year-to-date,1.0,2026-07-19,NC,K,403.0,2546.236998,,,,,51.191717,42.255977,89.490159,83.784808,918288510.0,1026133510.0,1604913520.0,1915518520.0,45.852027,42.923247,3.443689,5.094092,4.0,4.0,1026133510.0,1915518520.0,918288510.0,1604913520.0,438882319.0,1013653232.0,280315981.0,652694662.0
NGA,Nigeria,2021Q3,2021,3,year-to-date,1.0,2026-07-19,NC,K,410.3,3726.999303,,,,,36.013792,48.984838,79.424829,85.099383,1214554814.0,1529187814.0,2699300011.0,3171938404.0,62.82483,44.604749,3.94589,3.761067,4.0,4.0,1529187814.0,3171938404.0,1214554814.0,2699300011.0,503054304.0,1256419884.0,296266304.0,1094386491.0
NGA,Nigeria,2021Q4,2021,4,year-to-date,1.0,2026-07-19,NC,K,412.99,4676.477423,,,,,31.529782,22.796287,65.166849,83.710766,1258592394.0,1931338411.0,3715360479.0,4438330507.0,61.964505,84.693078,4.552316,4.586948,4.0,4.0,1931338411.0,4438330507.0,1258592394.0,3715360479.0,402150597.0,1266392103.0,44037580.0,1016060468.0
NGA,Nigeria,2022Q1,2022,1,year-to-date,1.0,2026-07-19,NC,K,416.0,2341.41771,,,,,20.624773,98.088393,101.40434,110.018066,987708460.998102,974029767.325026,1543386604.524335,1402848331.690776,14.215089,6.140592,1.336719,1.077211,4.0,4.0,974029767.325026,1402848331.690776,987708460.998102,1543386604.524335,974029767.325026,1402848331.690776,987708460.998102,1543386604.524335
NGA,Nigeria,2022Q2,2022,2,year-to-date,1.0,2026-07-19,NC,K,415.0,3701.604695,,,,,20.455304,25.951225,84.363982,93.493887,1295970767.212309,1536165948.500001,2281657746.938149,2440435207.06576,7.483358,53.416738,3.796959,4.92711,4.0,4.0,1536165948.500001,2440435207.06576,1295970767.212309,2281657746.938149,562136181.1749749,1037586875.374984,308262306.21420693,738271142.4138141
NGA,Nigeria,2022Q3,2022,3,year-to-date,1.0,2026-07-19,NC,K,435.0,5130.977692,,,,,18.045935,24.660858,81.587195,94.150477,1821006033.901135,2231975295.874792,3206176375.786371,3405374549.413358,27.899536,56.208594,3.394699,5.332925,4.0,4.0,2231975295.874792,3405374549.413358,1821006033.901135,3206176375.786371,695809347.3747911,964939342.3475981,525035266.6888261,924518628.8482223
NGA,Nigeria,2022Q4,2022,4,year-to-date,1.0,2026-07-19,NC,K,460.0,7028.520726,,,,,18.271929,73.96062,73.59741,92.044335,2379492232.593284,3233119533.968293,4403804121.056772,4784437999.718521,102.072441,14.458368,4.640646,9.004062,4.0,4.0,3233119533.968293,4784437999.718521,2379492232.593284,4403804121.056772,1001144238.0935011,1379063450.305163,558486198.6921492,1197627745.270401
SAU,Saudi Arabia,2019Q1,2019,1,quarterly flow,0.0,2026-07-19,NC,K,3.75,3142.569829,1.236053,0.038165,107415.990791,3316.631183,37.590116,576.727282,85.663144,73.691331,10095090.49,11784636.86,168016.67,228000.59,76.023028,97.393831,1.823304,0.499302,31.0,2.0,11784636.86,228000.59,10095090.49,168016.67,11784636.86,228000.59,10095090.49,168016.67
SAU,Saudi Arabia,2019Q2,2019,2,quarterly flow,0.0,2026-07-19,NC,K,3.75,2134.60269,1.236053,0.038165,107415.990791,3316.631183,38.852223,571.011592,82.990637,73.933497,6643201.375666,8004760.08932,181166.07213,245039.22952,116.221984,98.312609,1.767958,0.41554,31.0,2.0,8004760.08932,245039.22952,6643201.375666,181166.07213,8004760.08932,245039.22952,6643201.375666,181166.07213
SAU,Saudi Arabia,2019Q3,2019,3,quarterly flow,0.0,2026-07-19,NC,K,3.75,2307.417645,1.236053,0.038165,107415.990791,3316.631183,38.101455,572.367784,87.122867,75.393984,7538581.556631,8652816.16885,168986.93157,224138.48357,101.129375,105.163211,1.690354,-0.05166,31.0,2.0,8652816.16885,224138.48357,7538581.556631,168986.93157,8652816.16885,224138.48357,7538581.556631,168986.93157
SAU,Saudi Arabia,2019Q4,2019,4,quarterly flow,0.0,2026-07-19,NC,K,3.75,2216.904165,1.236053,0.038165,107415.990791,3316.631183,40.030135,413.755407,79.457941,63.749301,6605648.998307,8313390.61846,279034.86615,437706.55355,117.427916,73.944963,1.960604,0.292201,31.0,2.0,8313390.61846,437706.55355,6605648.998307,279034.86615,8313390.61846,437706.55355,6605648.998307,279034.86615
SAU,Saudi Arabia,2020Q1,2020,1,quarterly flow,0.0,2026-07-19,NC,K,3.75,3317.196046,1.428906,0.048131,107185.98845,3610.401346,36.799996,431.401256,83.363103,66.169948,10369940.809056,12439485.17212,201532.94829,304568.69724,78.408513,97.324655,1.410143,-0.522825,30.0,2.0,12439485.17212,304568.69724,10369940.809056,201532.94829,12439485.17212,304568.69724,10369940.809056,201532.94829
SAU,Saudi Arabia,2020Q2,2020,2,quarterly flow,0.0,2026-07-19,NC,K,3.75,2224.229303,1.428906,0.048131,107185.98845,3610.401346,39.936989,424.207546,80.596731,67.207879,6722460.38547,8340859.88602,218859.41253,325645.47075,101.456942,103.720512,1.868445,0.422408,30.0,2.0,8340859.88602,325645.47075,6722460.38547,218859.41253,8340859.88602,325645.47075,6722460.38547,218859.41253
SAU,Saudi Arabia,2020Q3,2020,3,quarterly flow,0.0,2026-07-19,NC,K,3.75,2279.205118,1.428906,0.048131,107185.98845,3610.401346,42.727608,429.136084,84.15374,73.060524,7192636.332736,8547019.19222,217728.49217,298011.12825,99.094435,107.939915,1.212304,0.474279,30.0,2.0,8547019.19222,298011.12825,7192636.332736,217728.49217,8547019.19222,298011.12825,7192636.332736,217728.49217
SAU,Saudi Arabia,2020Q4,2020,4,quarterly flow,0.0,2026-07-19,NC,K,3.75,2183.394856,1.428906,0.096261,107185.98845,7220.802692,44.053156,426.589619,83.562128,65.969771,6841841.995692,8187730.708684,221272.6226,335415.17489,115.577234,102.031856,1.538934,0.3155,29.0,2.0,8187730.708684,335415.17489,6841841.995692,221272.6226,8187730.708684,335415.17489,6841841.995692,221272.6226
SAU,Saudi Arabia,2021Q1,2021,1,quarterly flow,0.0,2026-07-19,NC,K,3.75,3309.622139,1.290022,0.054618,115209.262815,4877.79688,41.339356,415.982154,86.091347,68.485819,10684868.57724,12411083.019444,263321.20293,384490.11398,73.176075,96.786025,1.364387,0.493612,29.0,2.0,12411083.019444,384490.11398,10684868.57724,263321.20293,12411083.019444,384490.11398,10684868.57724,263321.20293
SAU,Saudi Arabia,2021Q2,2021,2,quarterly flow,0.0,2026-07-19,NC,K,3.75,2403.903391,1.290022,0.054618,115209.262815,4877.79688,42.037617,393.730926,77.533041,61.678863,6989322.738093,9014637.716295,269166.11633,436399.2867,112.036039,114.065965,1.506409,0.455432,29.0,2.0,9014637.716295,436399.2867,6989322.738093,269166.11633,9014637.716295,436399.2867,6989322.738093,269166.11633
SAU,Saudi Arabia,2021Q3,2021,3,quarterly flow,0.0,2026-07-19,NC,K,3.75,2534.995765,1.290022,0.054618,115209.262815,4877.79688,44.142679,387.518344,83.042577,65.550888,7894221.774246,9506234.118295,245807.56473,374987.3934,105.407838,117.051627,1.121343,0.436123,29.0,2.0,9506234.118295,374987.3934,7894221.774246,245807.56473,9506234.118295,374987.3934,7894221.774246,245807.56473
SAU,Saudi Arabia,2021Q4,2021,4,quarterly flow,0.0,2026-07-19,NC,K,3.75,2504.343235,1.290022,0.054618,115209.262815,4877.79688,43.990126,375.325717,84.702952,58.704961,7954697.446738,9391287.131088,300189.05835,511352.11376,116.717918,106.32966,1.242926,0.417568,28.0,2.0,9391287.131088,511352.11376,7954697.446738,300189.05835,9391287.131088,511352.11376,7954697.446738,300189.05835
SAU,Saudi Arabia,2022Q1,2022,1,quarterly flow,0.0,2026-07-19,NC,K,3.75,3861.244722,1.238885,0.045086,150927.494403,5492.563674,39.274764,359.013835,88.180655,60.569036,12768265.88035,14479667.70792,304118.67595,502102.5505,72.507176,107.19881,1.47377,0.683454,27.0,0.0,14479667.70792,502102.5505,12768265.88035,304118.67595,14479667.70792,502102.5505,12768265.88035,304118.67595
SAU,Saudi Arabia,2022Q2,2022,2,quarterly flow,0.0,2026-07-19,NC,K,3.75,3088.150438,1.238885,0.045086,150927.494403,5492.563674,37.344552,378.525102,78.419321,58.788877,9081399.713745,11580564.142984,346485.11024,589371.88559,105.250184,78.668065,1.440689,-0.702473,27.0,0.0,11580564.142984,589371.88559,9081399.713745,346485.11024,11580564.142984,589371.88559,9081399.713745,346485.11024
SAU,Saudi Arabia,2022Q3,2022,3,quarterly flow,0.0,2026-07-19,NC,K,3.75,3350.139532,1.238885,0.045086,150927.494403,5492.563674,36.194716,396.640269,82.757947,67.097413,10396900.127557,12563023.246855,318286.8953,474365.37821,96.89587,101.608285,1.458631,0.375066,27.0,0.0,12563023.246855,474365.37821,10396900.127557,318286.8953,12563023.246855,474365.37821,10396900.127557,318286.8953
SAU,Saudi Arabia,2022Q4,2022,4,quarterly flow,0.0,2026-07-19,NC,K,3.75,3429.160629,1.238885,0.045086,150927.494403,5492.563674,37.33937,422.604145,87.134976,72.528519,11204993.603209,12859352.357968,223183.85063,307718.74892,105.287342,82.852266,1.630416,-0.547,27.0,0.0,12859352.357968,307718.74892,11204993.603209,223183.85063,12859352.357968,307718.74892,11204993.603209,223183.85063
